"CNTSCHID","Region","generalPISA","finlitPISA","FLindicator","ST001D01T","ST004D01T","AGE","ISCEDD","ISCEDO","BELANGN","HEDRES","WEALTH","ST013Q01TA","IMMIG","MISCED","FISCED","BMMJ1","BFMJ2","EMOSUPS","REPEAT","OUTHOURS","MMINS","LMINS","PV1MATH","PV1READ","ANXTEST","MOTIVAT","SC001Q01TA","SC048Q01NA","SC048Q02NA","SC048Q03NA","SCHSIZE","CLSIZE","RATCMP1","LEADPD","SCHAUT","EDUSHORT","STRATIO","CNTSTUID","PV1FLIT"
5600080,"Belgium: Flemish community",1,1,1,"Grade 10","Female",16,"A","Vocational","Dutch",-1.0509,-1.2378,"11-25 books","Native","ISCED 3B, C","ISCED 3A, ISCED 4",35,28,1.0991,"Did not repeat a <grade>",1,150,200,552.352,513.646,-0.7398,-0.7106,"A small town (3 000 to about 15 000 people)",6,33,15,685,18,0.5,-0.1245,0.83,0.9328,4.9818,5603040,633.016
5600080,"Belgium: Flemish community",1,1,0,"Grade 9","Male",16,"A","Vocational","Dutch",-0.7218,0.2749,"More than 500 books","Native","ISCED 5A, 6","ISCED 5A, 6",82,73,1.0991,"Repeated a <grade>",10,150,200,390.956,409.992,-0.4671,-1.6324,"A small town (3 000 to about 15 000 people)",6,33,15,685,18,0.5,-0.1245,0.83,0.9328,4.9818,5601430,482.132
5600080,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","Vocational","Dutch",1.1563,0.2192,"201-500 books","Native","ISCED 5A, 6","ISCED 3A, ISCED 4",52,77,1.0991,"Did not repeat a <grade>",7,150,200,529.676,449.687,-1.7918,-0.8771,"A small town (3 000 to about 15 000 people)",6,33,15,685,18,0.5,-0.1245,0.83,0.9328,4.9818,5603248,513.572
5600080,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","Vocational","Dutch",-0.8882,-0.5442,"0-10 books","Native","ISCED 3A, ISCED 4","ISCED 5A, 6",22,35,-1.2602,"Did not repeat a <grade>",40,150,150,453.183,340.365,0.206,-0.7662,"A small town (3 000 to about 15 000 people)",6,33,15,685,18,0.5,-0.1245,0.83,0.9328,4.9818,5606299,429.348
5600081,"Belgium: Flemish community",1,1,1,"Grade 10","Female",16,"A","General","Dutch",0.0321,0.0156,"More than 500 books","Native","ISCED 2","ISCED 2",45,19,0.4662,"Did not repeat a <grade>",18,200,200,596.379,566.76,0.0752,-0.2908,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5603960,590.082
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,1.8294,"101-200 books","Native","ISCED 5A, 6","ISCED 5A, 6",55,82,0.3821,"Did not repeat a <grade>",4,250,250,552.493,487.732,-0.7209,-0.8771,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5600181,591.831
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.3562,"26-100 books","Native","ISCED 5A, 6","ISCED 5B",76,76,1.0991,"Did not repeat a <grade>",15,250,200,618.189,571.784,-0.5306,-1.9164,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5601753,632.499
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",15,"A","General","Dutch",0.0321,0.1718,"26-100 books","Native","ISCED 5A, 6","ISCED 5A, 6",82,57,1.0991,"Did not repeat a <grade>",12,200,200,535.933,616.646,-0.0253,-1.6781,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5604132,610.802
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.1144,"11-25 books","Native","ISCED 3A, ISCED 4","ISCED 3B, C",56,31,0.0264,"Did not repeat a <grade>",13,250,200,627.476,670.063,0.1441,-1.2707,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5606488,662.441
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",0.1927,-0.072,"11-25 books","Native","ISCED 2","ISCED 2",28,26,-0.2511,"Did not repeat a <grade>",19,250,200,525.054,543.31,0.2594,-0.8771,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5604098,504.866
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.7335,"26-100 books","Native","ISCED 5A, 6","ISCED 5A, 6",81,25,1.0991,"Did not repeat a <grade>",12,250,200,572.902,606.793,0.5209,-1.1822,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5603995,613.085
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,-0.0591,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",16,82,-0.3306,"Did not repeat a <grade>",8,200,200,581.377,563.969,0.3265,-0.7662,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5604312,548.736
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.0204,"201-500 books","Native","ISCED 5A, 6","None",76,18,-1.3298,"Did not repeat a <grade>",27,250,200,620.685,663.566,-0.6871,-0.7662,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5600267,639.993
5600081,"Belgium: Flemish community",1,1,0,"Grade 9","Female",16,"A","General","Dutch",1.1563,-0.1278,"201-500 books","Native","ISCED 5A, 6","ISCED 5B",72,43,1.0991,"Repeated a <grade>",43,250,200,477.207,488.863,-0.4753,-2.395,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5600225,585.051
5600081,"Belgium: Flemish community",1,1,1,"Grade 10","Female",16,"A","General","Dutch",1.1563,-0.0067,"101-200 books","Native","ISCED 5A, 6","ISCED 3A, ISCED 4",55,21,-1.3298,"Did not repeat a <grade>",5,250,200,621.65,628.844,-1.2561,0.4631,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5601317,730.407
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",-0.6303,-0.7203,"101-200 books","Native","ISCED 5A, 6","ISCED 5A, 6",65,41,1.0991,"Did not repeat a <grade>",15,250,200,712.462,664.669,-0.8371,-0.7662,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5604179,647.836
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.8162,"26-100 books","Native","ISCED 5A, 6","ISCED 5A, 6",71,79,1.0991,"Did not repeat a <grade>",19,275,220,554.624,563.329,-0.7209,-0.6231,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5601600,542.98
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",0.1927,0.8085,"101-200 books","Native","ISCED 5A, 6","ISCED 3A, ISCED 4",74,70,-1.3298,"Did not repeat a <grade>",14,250,200,527.23,523.981,-0.0374,-1.4627,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5605405,468.539
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",0.0321,-0.4283,"26-100 books","Native","ISCED 5A, 6","ISCED 5A, 6",69,70,0.025,"Did not repeat a <grade>",11,250,200,545.307,529.43,-0.0227,-1.6781,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5600371,639.423
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,-0.6683,"0-10 books","Native","ISCED 5A, 6","ISCED 5A, 6",69,79,0.1711,"Did not repeat a <grade>",20,250,200,567.61,527.446,0.4415,-0.8234,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5604362,568.989
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Another language (BEL)",0.0321,0.3191,"11-25 books","First-Generation","ISCED 1","ISCED 1",25,50,0.5658,"Did not repeat a <grade>",10,250,200,583.851,623.345,-1.005,-1.1296,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5606020,557.214
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,0.9182,"101-200 books","Native","ISCED 5A, 6","ISCED 3A, ISCED 4",82,52,0.4662,"Did not repeat a <grade>",15,250,200,447.239,448.451,-0.308,-0.2908,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5606439,427.201
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.2155,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",44,52,0.5658,"Did not repeat a <grade>",17,200,200,622.425,587.09,-1.7251,-1.6412,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5605136,595.74
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.4511,"More than 500 books","Native","ISCED 5A, 6","ISCED 5A, 6",28,52,-0.889,"Did not repeat a <grade>",0,250,250,617.284,595.518,-2.505,-0.1756,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5604390,613
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",-0.1108,-0.5941,"11-25 books","Native","ISCED 5A, 6","ISCED 3A, ISCED 4",69,32,1.0991,"Did not repeat a <grade>",18,250,200,534.328,541.77,-0.4305,-1.7814,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5601299,585.921
5600081,"Belgium: Flemish community",1,1,1,"Grade 10","Male",16,"A","General","Dutch",1.1563,0.9019,"201-500 books","Native","ISCED 5A, 6","ISCED 5A, 6",65,81,0.0264,"Did not repeat a <grade>",4,250,200,696.87,678.33,-2.505,1.8543,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5606510,745.952
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.7793,"More than 500 books","Native","ISCED 5B","ISCED 5A, 6",65,79,-0.889,"Did not repeat a <grade>",3,250,200,615.824,608.413,-0.9024,-0.1756,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5601320,712.681
5600081,"Belgium: Flemish community",1,1,1,"Grade 8","Female",16,"A","General","Another language (BEL)",1.1563,0.0885,"201-500 books","First-Generation","ISCED 5A, 6","ISCED 5A, 6",69,81,0.1004,"Did not repeat a <grade>",12,275,275,451.313,434.096,-0.8219,-1.0278,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5606093,464.573
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",15,"A","General","Dutch",-0.7541,-0.4369,"0-10 books","Native","ISCED 1","ISCED 2",16,28,0.1711,"Did not repeat a <grade>",11,250,200,520.389,515.397,-0.7398,-0.9331,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5602624,542.566
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,0.7162,"201-500 books","Native","ISCED 5A, 6","ISCED 5A, 6",81,76,-0.889,"Did not repeat a <grade>",14,250,200,515.938,496.345,-0.5306,-1.4159,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5600641,577.004
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Female",15,"A","General","Dutch",0.0321,-1.0886,"201-500 books","Native","ISCED 5A, 6","ISCED 5A, 6",72,75,1.0991,"Did not repeat a <grade>",20,250,200,587.256,698.458,-1.0698,-1.4246,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5604994,688.474
5600081,"Belgium: Flemish community",1,1,1,"Grade 10","Female",15,"A","General","Dutch",1.1563,-0.406,"201-500 books","Native","ISCED 3A, ISCED 4","ISCED 3B, C",25,28,-0.889,"Did not repeat a <grade>",10,250,200,634.246,650.191,-0.4671,-1.1822,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5605393,562.527
5600081,"Belgium: Flemish community",1,1,0,"Grade 11","Male",16,"A","General","Dutch",1.1563,0.9444,"201-500 books","Native","ISCED 5B","ISCED 5A, 6",25,77,1.0991,"Did not repeat a <grade>",8,300,200,649.054,624.222,-1.9346,0.2296,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5600073,695.967
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Male",15,"A","General","Dutch",-0.5229,-0.1248,"101-200 books","Native","ISCED 5A, 6","ISCED 5B",85,39,-0.2511,"Did not repeat a <grade>",10,250,200,572.248,597.377,-0.6844,-0.8771,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5600089,623.636
5600081,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,1.3899,"101-200 books","Native","ISCED 5A, 6","ISCED 5A, 6",76,89,1.0991,"Did not repeat a <grade>",6,250,200,722.597,636.601,-0.5644,-0.1756,"A town (15 000 to about 100 000 people)",14,19,17,565,23,1.1111,0.3642,0.75,-0.1328,12.4176,5600045,588.327
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Female",16,"C","Vocational","Dutch",1.1563,0.9381,"0-10 books","Native","ISCED 5A, 6","ISCED 3A, ISCED 4",59,51,-0.889,"Repeated a <grade>",5,120,180,417.657,427.105,-0.4753,-1.1822,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5602568,485.85
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,0.9975,"26-100 books","Native","ISCED 5A, 6","ISCED 5A, 6",76,60,0.3821,"Did not repeat a <grade>",32,200,250,390.694,450.484,-0.2702,-0.4954,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5604995,507.679
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Male",15,"C","Vocational","Dutch",-0.5199,0.1013,"0-10 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",16,30,-0.889,"Repeated a <grade>",29,250,110,472.499,444.848,1.7237,-1.0473,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5600149,400.249
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Male",16,"A","General","Another language (BEL)",1.1563,0.95,"0-10 books","Second-Generation","ISCED 3A, ISCED 4","ISCED 5B",31,22,0.3821,"Repeated a <grade>",2,250,200,515.349,512.618,-2.505,-0.1651,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5604147,529.703
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Female",16,"C","Vocational","Dutch",1.1563,-0.4847,"101-200 books","Native","ISCED 5A, 6","ISCED 3A, ISCED 4",26,30,-3.0789,"Repeated a <grade>",0,100,100,404.923,395.622,1.4226,-1.454,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5604125,479.407
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,0.0154,"26-100 books","Native","ISCED 5B","ISCED 5A, 6",72,27,1.0991,"Did not repeat a <grade>",10,200,200,540.039,502.276,0.0752,-0.9331,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5600151,516.83
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",-1.813,1.4324,"26-100 books","Native","ISCED 5A, 6","ISCED 5A, 6",59,60,-1.4438,"Did not repeat a <grade>",4,250,250,559.76,584.142,-1.0025,-2.395,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5606265,647.653
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","Vocational","Dutch",1.1563,0.625,"26-100 books","Second-Generation","ISCED 5B","ISCED 5B",22,18,0.3838,"Did not repeat a <grade>",12,150,200,615.642,565.386,-0.9109,-1.2223,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5605657,562.386
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",0.0321,1.0325,"101-200 books","Native","ISCED 5B","ISCED 5B",82,65,1.0991,"Did not repeat a <grade>",3,250,200,606.689,609.789,-0.9024,-1.089,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5603533,643.7
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,0.2424,"201-500 books","Native","ISCED 5A, 6","ISCED 5A, 6",65,85,0.3821,"Did not repeat a <grade>",19,250,250,545.438,551.845,-1.5176,-0.8133,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5604918,580.316
5600082,"Belgium: Flemish community",1,1,1,"Grade 9","Male",16,"C","Vocational","Dutch",0.0321,-0.6188,"0-10 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",16,28,-0.889,"Repeated a <grade>",21,50,50,403.216,314.716,-1.9346,-1.0676,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5603390,408.483
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",0.0321,0.5353,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 5B",33,43,-0.889,"Did not repeat a <grade>",10,250,200,595.082,481.271,0.219,1.8543,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5602425,542.224
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,-0.4676,"201-500 books","Native","ISCED 5A, 6","ISCED 5A, 6",86,69,1.0991,"Did not repeat a <grade>",2,300,200,620.43,596.168,-1.1801,-0.9738,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5606025,558.564
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Female",15,"C","Vocational","Another language (BEL)",0.6829,1.2122,"0-10 books","Second-Generation","ISCED 2","ISCED 2",16,24,-0.3306,"Did not repeat a <grade>",1,0,150,420.856,446.37,0.5209,0.1111,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5600487,459.435
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Male",16,"A","General","Dutch",1.1563,0.9185,"More than 500 books","Native","ISCED 3A, ISCED 4","ISCED 5B",47,77,-0.4282,"Did not repeat a <grade>",18,0,0,562.221,502.622,-0.8411,0.4094,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5600586,516.604
5600082,"Belgium: Flemish community",1,1,1,"Grade 10","Female",15,"C","Vocational","Dutch",1.1563,0.3642,"11-25 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",25,34,-1.3298,"Did not repeat a <grade>",17,0,0,462.936,519.724,-1.1801,-1.1822,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5601311,494.996
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Male",15,"A","Vocational","Dutch",-0.6303,0.7877,"11-25 books","Native","ISCED 3A, ISCED 4","ISCED 3B, C",77,29,0.4662,"Did not repeat a <grade>",25,150,200,544.672,495.295,-0.3165,-1.1415,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5603949,621.599
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Female",16,"A","General","Dutch",-1.7602,-0.4964,"0-10 books","Second-Generation","ISCED 2","ISCED 5B",45,77,-0.889,"Repeated a <grade>",29,200,200,461.497,503.355,0.2092,-0.1651,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5600472,403.01
5600082,"Belgium: Flemish community",1,1,1,"Grade 9","Female",16,"A","General","Dutch",1.1563,0.4537,"101-200 books","Native","ISCED 5A, 6","ISCED 5A, 6",71,71,0.4662,"Repeated a <grade>",20,250,250,530.083,510.123,0.0752,-0.61,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5604017,533.219
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Female",16,"A","General","Dutch",1.1563,0.2339,"26-100 books","First-Generation","ISCED 2","ISCED 3B, C",59,21,1.0991,"Repeated a <grade>",3,250,250,578.928,491.452,-0.9464,-0.3263,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5601993,562.841
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",-0.5343,0.3261,"11-25 books","Native","ISCED 5B","ISCED 5B",69,25,-0.889,"Did not repeat a <grade>",7,200,200,560.571,520.819,-0.4671,-1.1822,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5602993,578.31
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Male",16,"C","Vocational","Dutch",-0.1108,-0.2097,"0-10 books","Native","ISCED 3B, C","ISCED 3B, C",16,41,-1.5266,"Repeated a <grade>",24,300,300,409.451,331.762,1.7237,-0.8771,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5601312,324.9
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Male",16,"A","Vocational","Dutch",-1.0509,0.492,"26-100 books","Native","ISCED 5A, 6","ISCED 5A, 6",28,27,-0.889,"Repeated a <grade>",32,200,300,470.713,489.229,0.2092,-0.8771,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5606009,589.86
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Male",16,"C","Vocational","Dutch",1.1563,-0.1303,"11-25 books","Native","ISCED 5A, 6","ISCED 3A, ISCED 4",16,43,1.0991,"Repeated a <grade>",21,100,100,400.774,344.189,0.1441,-1.1822,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5603540,458.865
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","Vocational","Dutch",1.1563,-0.9629,"26-100 books","Native","ISCED 2","ISCED 5B",22,18,1.0991,"Did not repeat a <grade>",7,150,200,574.606,605.039,-1.3753,-1.6866,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5606172,658.233
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Female",16,"C","Vocational","Dutch",-0.2991,-0.841,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",16,82,-0.2511,"Repeated a <grade>",20,300,100,346.941,367.101,0.0826,-1.9688,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5601578,347.194
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","Vocational","Dutch",1.1563,-0.3028,"11-25 books","Native","ISCED 5B","ISCED 5A, 6",43,31,-0.889,"Did not repeat a <grade>",18,150,200,462.1,391.44,0.2594,-2.0201,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5604990,468.019
5600082,"Belgium: Flemish community",1,1,1,"Grade 9","Female",16,"A","Vocational","Dutch",0.0659,-0.5735,"0-10 books","Native","ISCED 3B, C","ISCED 3B, C",12,27,-0.889,"Repeated a <grade>",7,150,250,484.845,519.45,-0.6762,0.1246,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5602872,545.898
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",-0.5113,-0.0565,"201-500 books","Native","ISCED 5B","ISCED 5B",25,51,-0.2511,"Did not repeat a <grade>",9,200,200,547.565,622.96,0.3265,-0.8896,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5606194,694.612
5600082,"Belgium: Flemish community",1,1,1,"Grade 10","Male",16,"A","General","Dutch",0.0321,0.2071,"11-25 books","Second-Generation","ISCED 3B, C","ISCED 3B, C",25,33,0.3838,"Did not repeat a <grade>",9,250,200,554.856,642.712,-0.9464,0.959,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5603520,684.553
5600082,"Belgium: Flemish community",1,1,0,"Grade 10","Female",16,"A","General","Dutch",1.1563,-0.5215,"11-25 books","First-Generation","ISCED 5B","ISCED 3A, ISCED 4",16,29,1.0991,"Did not repeat a <grade>",11,250,200,575.908,501.734,-1.7201,-0.2908,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5600406,573.191
5600082,"Belgium: Flemish community",1,1,1,"Grade 10","Male",16,"A","General","Dutch",1.1563,0.0977,"26-100 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",25,62,0.5658,"Did not repeat a <grade>",9,250,200,569.213,626.87,0.5936,-0.7662,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5605118,660.113
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Female",16,"C","Vocational","Dutch",-2.7235,0.6877,"0-10 books","Native","ISCED 5B","ISCED 3B, C",17,25,-1.388,"Repeated a <grade>",36,300,300,369.489,329.576,0.7993,-1.4159,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5606023,463.563
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Male",16,"C","Vocational","Dutch",0.6829,0.6767,"11-25 books","Native","ISCED 3A, ISCED 4","ISCED 3A, ISCED 4",12,22,-0.889,"Repeated a <grade>",31,0,0,414.932,424.609,-2.505,-2.38,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5601595,514.479
5600082,"Belgium: Flemish community",1,1,0,"Grade 9","Male",15,"A","Vocational","Dutch",-1.0509,0.3168,"101-200 books","Native","ISCED 5B","ISCED 5B",69,41,-0.889,"Repeated a <grade>",29,100,200,593.24,530.673,-0.7209,-0.9331,"A town (15 000 to about 100 000 people)",2,4,10,696,23,2.4516,1.1284,0.83,1.3336,8.2367,5605463,613.26
